Candidate,year,Ideology,Lower,Upper
Anthony Flaccavento,2014,-1.765,-2.092,-1.448
Anthony Flaccavento,2015,-1.817,-2.153,-1.476
Anthony Flaccavento,2016,-1.867,-2.181,-1.556
Anthony Flaccavento,2017,-1.922,-2.197,-1.645
Anthony Flaccavento,2018,-1.977,-2.2,-1.77
Morgan Griffith,2010,1.407,1.206,1.601
Morgan Griffith,2011,1.464,1.278,1.644
Morgan Griffith,2012,1.541,1.394,1.688
Morgan Griffith,2013,1.554,1.39,1.717
Morgan Griffith,2014,1.571,1.43,1.714
Morgan Griffith,2015,1.551,1.375,1.722
Morgan Griffith,2016,1.555,1.404,1.708
Morgan Griffith,2017,1.558,1.386,1.729
Morgan Griffith,2018,1.641,1.489,1.789
Morgan Griffith,2019,1.739,1.569,1.907
Morgan Griffith,2020,1.849,1.71,1.993
Morgan Griffith,2021,1.78,1.616,1.939
Morgan Griffith,2022,1.812,1.664,1.963
Morgan Griffith,2023,1.666,1.48,1.841
Morgan Griffith,2024,1.617,1.448,1.777
Frederick 'Rick' Boucher,2010,-1.44,-1.653,-1.226
Frederick 'Rick' Boucher,2011,-1.41,-1.671,-1.14
Frederick 'Rick' Boucher,2012,-1.377,-1.653,-1.091
Rodney Davis,2012,1.41,1.245,1.586
Rodney Davis,2013,1.362,1.185,1.545
Rodney Davis,2014,1.305,1.154,1.457
Rodney Davis,2015,1.212,1.023,1.391
Rodney Davis,2016,1.207,1.029,1.377
Rodney Davis,2017,1.409,1.222,1.611
Rodney Davis,2018,1.452,1.308,1.595
Rodney Davis,2019,1.506,1.343,1.68
Rodney Davis,2020,1.466,1.314,1.617
Rodney Davis,2021,1.445,1.281,1.608
Rodney Davis,2022,1.422,1.232,1.614
Michael Williamson,2010,-0.692,-1.031,-0.355
Michael Williamson,2011,-0.68,-1.013,-0.347
Michael Williamson,2012,-0.668,-0.983,-0.355
Gloria Bromell Tinubu,2012,-2.137,-2.334,-1.942
Gloria Bromell Tinubu,2013,-2.17,-2.4,-1.946
Gloria Bromell Tinubu,2014,-2.202,-2.419,-1.994
Tom Rice,2012,1.344,1.184,1.505
Tom Rice,2013,1.438,1.266,1.616
Tom Rice,2014,1.469,1.317,1.622
Tom Rice,2015,1.481,1.311,1.662
Tom Rice,2016,1.468,1.287,1.638
Tom Rice,2017,1.598,1.396,1.805
Tom Rice,2018,1.648,1.491,1.809
Tom Rice,2019,1.649,1.48,1.822
Tom Rice,2020,1.632,1.479,1.789
Tom Rice,2021,1.424,1.085,1.698
Tom Rice,2022,0.885,0.675,1.097
Paul Broun,2010,2.043,1.873,2.215
Paul Broun,2011,1.974,1.791,2.153
Paul Broun,2012,1.956,1.805,2.102
Paul Broun,2013,2.036,1.816,2.268
Paul Broun,2014,2.194,1.967,2.439
George Radanovich,2010,1.306,1.087,1.519
George Radanovich,2011,1.322,1.069,1.574
George Radanovich,2012,1.339,1.084,1.596
Kevin McCarthy,2010,1.64,1.489,1.795
Kevin McCarthy,2011,1.553,1.39,1.712
Kevin McCarthy,2012,1.572,1.435,1.704
Kevin McCarthy,2013,1.524,1.354,1.695
Kevin McCarthy,2014,1.48,1.33,1.624
Kevin McCarthy,2015,1.484,1.309,1.664
Kevin McCarthy,2016,1.532,1.356,1.704
Kevin McCarthy,2017,1.546,1.354,1.729
Kevin McCarthy,2018,1.651,1.486,1.822
Kevin McCarthy,2019,1.666,1.478,1.853
Kevin McCarthy,2020,1.732,1.562,1.896
Kevin McCarthy,2021,1.781,1.609,1.954
Kevin McCarthy,2022,1.78,1.618,1.944
Kevin McCarthy,2023,1.783,1.565,2.005
David Valadao,2012,0.92,0.654,1.18
David Valadao,2013,0.908,0.655,1.159
David Valadao,2014,0.979,0.767,1.194
David Valadao,2015,0.958,0.728,1.184
David Valadao,2016,0.985,0.743,1.224
David Valadao,2017,1.161,0.863,1.464
David Valadao,2018,1.397,1.154,1.662
David Valadao,2019,1.392,1.147,1.644
David Valadao,2020,1.389,1.177,1.615
David Valadao,2021,1.222,0.996,1.441
David Valadao,2022,1.22,1.017,1.418
David Valadao,2023,1.253,1.04,1.466
David Valadao,2024,1.274,1.053,1.494
Bob Filner,2010,-2.087,-2.292,-1.883
Bob Filner,2011,-2.08,-2.286,-1.871
Bob Filner,2012,-2.089,-2.29,-1.893
Juan Vargas,2012,-2.011,-2.225,-1.802
Juan Vargas,2013,-1.997,-2.21,-1.783
Juan Vargas,2014,-2,-2.18,-1.824
Juan Vargas,2015,-1.949,-2.139,-1.752
Juan Vargas,2016,-1.975,-2.147,-1.801
Juan Vargas,2017,-2.004,-2.197,-1.82
Juan Vargas,2018,-1.977,-2.149,-1.8
Juan Vargas,2019,-1.941,-2.132,-1.751
Juan Vargas,2020,-1.893,-2.081,-1.703
Juan Vargas,2021,-1.931,-2.136,-1.728
Juan Vargas,2022,-1.973,-2.176,-1.769
Juan Vargas,2023,-2.023,-2.261,-1.789
Juan Vargas,2024,-2.072,-2.339,-1.822
Scott Tipton,2010,1.348,1.181,1.513
Scott Tipton,2011,1.333,1.166,1.493
Scott Tipton,2012,1.354,1.22,1.49
Scott Tipton,2013,1.349,1.187,1.509
Scott Tipton,2014,1.377,1.237,1.517
Scott Tipton,2015,1.382,1.205,1.562
Scott Tipton,2016,1.387,1.225,1.543
Scott Tipton,2017,1.36,1.18,1.537
Scott Tipton,2018,1.42,1.249,1.59
Scott Tipton,2019,1.451,1.27,1.634
Scott Tipton,2020,1.547,1.367,1.741
John Salazar,2010,-2.065,-2.241,-1.889
John Salazar,2011,-2.022,-2.253,-1.778
John Salazar,2012,-1.982,-2.237,-1.729
Mark Meadows,2012,1.738,1.566,1.916
Mark Meadows,2013,1.759,1.58,1.943
Mark Meadows,2014,1.756,1.595,1.919
Mark Meadows,2015,1.915,1.7,2.142
Mark Meadows,2016,2.008,1.813,2.205
Mark Meadows,2017,2.128,1.914,2.345
Mark Meadows,2018,2.206,2.021,2.395
Mark Meadows,2019,2.227,1.981,2.476
Mike Simpson,2010,1.167,1.008,1.32
Mike Simpson,2011,1.179,1.031,1.332
Mike Simpson,2012,1.209,1.091,1.332
Mike Simpson,2013,1.236,1.088,1.397
Mike Simpson,2014,1.169,1.029,1.309
Mike Simpson,2015,1.246,1.079,1.414
Mike Simpson,2016,1.305,1.15,1.46
Mike Simpson,2017,1.378,1.203,1.553
Mike Simpson,2018,1.405,1.257,1.553
Mike Simpson,2019,1.465,1.287,1.643
Mike Simpson,2020,1.573,1.418,1.742
Mike Simpson,2021,1.455,1.276,1.63
Mike Simpson,2022,1.372,1.215,1.524
Mike Simpson,2023,1.352,1.186,1.521
Mike Simpson,2024,1.406,1.242,1.577
Robert Murray,2012,0.411,-0.012,0.838
Robert Murray,2013,0.28,-0.153,0.725
Robert Murray,2014,0.151,-0.282,0.552
Matt Moore,2012,-0.66,-0.964,-0.338
Matt Moore,2013,-0.733,-1.046,-0.42
Matt Moore,2014,-0.809,-1.099,-0.533
John D. Dingell,2010,-2.514,-2.685,-2.348
John D. Dingell,2011,-2.485,-2.651,-2.324
John D. Dingell,2012,-2.431,-2.562,-2.298
John D. Dingell,2013,-2.435,-2.599,-2.273
John D. Dingell,2014,-2.417,-2.578,-2.252
Wm Lacy Clay,2010,-2.614,-2.797,-2.44
Wm Lacy Clay,2011,-2.582,-2.755,-2.415
Wm Lacy Clay,2012,-2.55,-2.684,-2.418
Wm Lacy Clay,2013,-2.519,-2.676,-2.356
Wm Lacy Clay,2014,-2.491,-2.633,-2.349
Wm Lacy Clay,2015,-2.439,-2.608,-2.268
Wm Lacy Clay,2016,-2.431,-2.587,-2.279
Wm Lacy Clay,2017,-2.412,-2.582,-2.241
Wm Lacy Clay,2018,-2.379,-2.528,-2.229
Wm Lacy Clay,2019,-2.297,-2.477,-2.121
Wm Lacy Clay,2020,-2.228,-2.391,-2.06
Reid Ribble,2010,1.607,1.435,1.778
Reid Ribble,2011,1.571,1.406,1.734
Reid Ribble,2012,1.523,1.398,1.649
Reid Ribble,2013,1.416,1.241,1.578
Reid Ribble,2014,1.348,1.197,1.494
Reid Ribble,2015,1.296,1.114,1.478
Reid Ribble,2016,1.209,1.037,1.381
Steve Kagen,2010,-2.261,-2.455,-2.073
Steve Kagen,2011,-2.228,-2.459,-1.997
Steve Kagen,2012,-2.193,-2.433,-1.958
John Hall,2010,-2.278,-2.477,-2.077
John Hall,2011,-2.19,-2.443,-1.912
John Hall,2012,-2.102,-2.363,-1.819
Donna McAleer,2012,-1.065,-1.292,-0.834
Donna McAleer,2013,-1.179,-1.45,-0.912
Donna McAleer,2014,-1.296,-1.524,-1.081
Jeb Hensarling,2010,1.914,1.747,2.072
Jeb Hensarling,2011,1.951,1.793,2.109
Jeb Hensarling,2012,1.985,1.847,2.129
Jeb Hensarling,2013,1.928,1.753,2.097
Jeb Hensarling,2014,1.863,1.701,2.024
Jeb Hensarling,2015,1.902,1.717,2.089
Jeb Hensarling,2016,1.886,1.701,2.072
Jeb Hensarling,2017,1.891,1.686,2.104
Jeb Hensarling,2018,1.898,1.679,2.122
Ruben Hinojosa,2010,-1.739,-1.971,-1.517
Ruben Hinojosa,2011,-1.71,-1.915,-1.504
Ruben Hinojosa,2012,-1.712,-1.881,-1.546
Ruben Hinojosa,2013,-1.687,-1.888,-1.49
Ruben Hinojosa,2014,-1.67,-1.86,-1.48
Ruben Hinojosa,2015,-1.598,-1.829,-1.357
Ruben Hinojosa,2016,-1.591,-1.843,-1.335
Russ Carnahan,2010,-2.179,-2.343,-2.014
Russ Carnahan,2011,-2.115,-2.279,-1.948
Russ Carnahan,2012,-2.138,-2.295,-1.981
Joe Barton,2010,1.601,1.439,1.765
Joe Barton,2011,1.561,1.397,1.719
Joe Barton,2012,1.562,1.426,1.7
Joe Barton,2013,1.564,1.399,1.736
Joe Barton,2014,1.537,1.391,1.684
Joe Barton,2015,1.551,1.382,1.722
Joe Barton,2016,1.528,1.372,1.681
Joe Barton,2017,1.536,1.363,1.713
Joe Barton,2018,1.507,1.329,1.68
Susan Narvaiz,2012,0.718,0.489,0.954
Susan Narvaiz,2013,0.68,0.432,0.931
Susan Narvaiz,2014,0.647,0.42,0.878
Susan Narvaiz,2015,0.582,0.294,0.862
Susan Narvaiz,2016,0.516,0.207,0.81
Filemon Vela,2012,-1.22,-1.454,-0.986
Filemon Vela,2013,-1.269,-1.495,-1.038
Filemon Vela,2014,-1.314,-1.518,-1.109
Filemon Vela,2015,-1.347,-1.555,-1.133
Filemon Vela,2016,-1.388,-1.594,-1.187
Filemon Vela,2017,-1.466,-1.674,-1.25
Filemon Vela,2018,-1.574,-1.779,-1.38
Filemon Vela,2019,-1.617,-1.833,-1.4
Filemon Vela,2020,-1.713,-1.952,-1.483
Filemon Vela,2021,-1.888,-2.227,-1.599
David Cicilline,2010,-2.605,-2.81,-2.394
David Cicilline,2011,-2.644,-2.841,-2.443
David Cicilline,2012,-2.691,-2.861,-2.529
David Cicilline,2013,-2.63,-2.824,-2.437
David Cicilline,2014,-2.628,-2.801,-2.454
David Cicilline,2015,-2.535,-2.726,-2.326
David Cicilline,2016,-2.542,-2.724,-2.364
David Cicilline,2017,-2.551,-2.75,-2.349
David Cicilline,2018,-2.526,-2.706,-2.347
David Cicilline,2019,-2.529,-2.727,-2.334
David Cicilline,2020,-2.552,-2.743,-2.365
David Cicilline,2021,-2.575,-2.783,-2.375
David Cicilline,2022,-2.551,-2.763,-2.34
Patrick Kennedy,2010,-2.907,-3.153,-2.666
Patrick Kennedy,2011,-2.896,-3.196,-2.607
Patrick Kennedy,2012,-2.882,-3.202,-2.565
Peter Visclosky,2010,-1.747,-1.927,-1.565
Peter Visclosky,2011,-1.714,-1.896,-1.527
Peter Visclosky,2012,-1.799,-1.947,-1.655
Peter Visclosky,2013,-1.787,-1.955,-1.621
Peter Visclosky,2014,-1.734,-1.873,-1.593
Peter Visclosky,2015,-1.737,-1.904,-1.571
Peter Visclosky,2016,-1.722,-1.868,-1.578
Peter Visclosky,2017,-1.67,-1.831,-1.502
Peter Visclosky,2018,-1.658,-1.807,-1.506
Peter Visclosky,2019,-1.609,-1.783,-1.432
Peter Visclosky,2020,-1.612,-1.796,-1.425
Doug Collins,2012,1.543,1.367,1.718
Doug Collins,2013,1.628,1.449,1.817
Doug Collins,2014,1.618,1.463,1.782
Doug Collins,2015,1.548,1.356,1.738
Doug Collins,2016,1.459,1.281,1.633
Doug Collins,2017,1.579,1.367,1.793
Doug Collins,2018,1.667,1.467,1.86
Doug Collins,2019,1.936,1.673,2.208
Doug Collins,2020,2.104,1.91,2.31
Tony Cardenas,2012,-2.217,-2.45,-1.982
Tony Cardenas,2013,-2.212,-2.428,-1.996
Tony Cardenas,2014,-2.196,-2.394,-1.997
Tony Cardenas,2015,-2.169,-2.382,-1.949
Tony Cardenas,2016,-2.154,-2.364,-1.941
Tony Cardenas,2017,-2.196,-2.404,-1.99
Tony Cardenas,2018,-2.218,-2.404,-2.04
Tony Cardenas,2019,-2.199,-2.407,-1.999
Tony Cardenas,2020,-2.151,-2.344,-1.96
Tony Cardenas,2021,-2.128,-2.325,-1.929
Tony Cardenas,2022,-2.098,-2.283,-1.917
Tony Cardenas,2023,-2.057,-2.253,-1.859
Tony Cardenas,2024,-2.006,-2.227,-1.786
Donald Payne Jr.,2010,-2.289,-2.536,-2.052
Donald Payne Jr.,2011,-2.266,-2.486,-2.044
Donald Payne Jr.,2012,-2.27,-2.466,-2.074
Donald Payne Jr.,2013,-2.233,-2.446,-2.019
Donald Payne Jr.,2014,-2.142,-2.339,-1.941
Donald Payne Jr.,2015,-2.086,-2.304,-1.868
Donald Payne Jr.,2016,-2.046,-2.245,-1.844
Donald Payne Jr.,2017,-2.127,-2.332,-1.923
Donald Payne Jr.,2018,-2.161,-2.348,-1.971
Donald Payne Jr.,2019,-2.203,-2.405,-2.011
Donald Payne Jr.,2020,-2.215,-2.396,-2.033
Donald Payne Jr.,2021,-2.219,-2.418,-2.019
Donald Payne Jr.,2022,-2.176,-2.384,-1.963
Donald Payne Jr.,2023,-2.065,-2.337,-1.769
Cedric Richmond,2010,-2.283,-2.517,-2.068
Cedric Richmond,2011,-2.256,-2.478,-2.05
Cedric Richmond,2012,-2.205,-2.377,-2.036
Cedric Richmond,2013,-2.124,-2.325,-1.93
Cedric Richmond,2014,-2.076,-2.245,-1.904
Cedric Richmond,2015,-2.063,-2.252,-1.874
Cedric Richmond,2016,-2.043,-2.215,-1.872
Cedric Richmond,2017,-2.052,-2.238,-1.867
Cedric Richmond,2018,-2.097,-2.259,-1.93
Cedric Richmond,2019,-2.093,-2.274,-1.912
Cedric Richmond,2020,-2.135,-2.322,-1.952
Anh 'Joseph' Cao,2010,0.659,0.416,0.907
Anh 'Joseph' Cao,2011,0.658,0.361,0.955
Anh 'Joseph' Cao,2012,0.66,0.344,0.988
Mark Donka,2012,1.124,0.891,1.365
Mark Donka,2013,1.019,0.751,1.285
Mark Donka,2014,0.917,0.675,1.15
Brad Schneider,2012,-1.698,-1.873,-1.522
Brad Schneider,2013,-1.716,-1.911,-1.504
Brad Schneider,2014,-1.824,-1.98,-1.669
Brad Schneider,2015,-1.83,-2.021,-1.648
Brad Schneider,2016,-1.838,-2.006,-1.667
Brad Schneider,2017,-1.922,-2.119,-1.73
Brad Schneider,2018,-2.009,-2.176,-1.847
Brad Schneider,2019,-2.07,-2.248,-1.9
Brad Schneider,2020,-2.066,-2.231,-1.898
Brad Schneider,2021,-2.132,-2.306,-1.965
Brad Schneider,2022,-2.125,-2.283,-1.966
Brad Schneider,2023,-2.121,-2.309,-1.935
Brad Schneider,2024,-2.17,-2.357,-1.994
Mark Kirk,2010,0.809,0.763,0.856
Mark Kirk,2011,0.84,0.768,0.911
Mark Kirk,2012,0.869,0.826,0.912
Mark Kirk,2013,0.453,0.36,0.543
Mark Kirk,2014,0.541,0.498,0.586
Mark Kirk,2015,0.613,0.535,0.697
Mark Kirk,2016,0.566,0.514,0.618
Sanford D. Bishop Jr.,2010,-1.988,-2.212,-1.78
Sanford D. Bishop Jr.,2011,-1.918,-2.181,-1.692
Sanford D. Bishop Jr.,2012,-1.706,-1.876,-1.528
Sanford D. Bishop Jr.,2013,-1.663,-1.845,-1.474
Sanford D. Bishop Jr.,2014,-1.668,-1.84,-1.495
Sanford D. Bishop Jr.,2015,-1.591,-1.789,-1.394
Sanford D. Bishop Jr.,2016,-1.576,-1.756,-1.394
Sanford D. Bishop Jr.,2017,-1.591,-1.791,-1.394
Sanford D. Bishop Jr.,2018,-1.637,-1.818,-1.456
Sanford D. Bishop Jr.,2019,-1.659,-1.85,-1.471
Sanford D. Bishop Jr.,2020,-1.671,-1.849,-1.486
Sanford D. Bishop Jr.,2021,-1.769,-1.958,-1.593
Sanford D. Bishop Jr.,2022,-1.776,-1.944,-1.615
Sanford D. Bishop Jr.,2023,-1.787,-1.962,-1.615
Sanford D. Bishop Jr.,2024,-1.815,-1.982,-1.649
Sean Seibert,2012,0.973,0.628,1.306
Sean Seibert,2013,1.011,0.675,1.332
Sean Seibert,2014,1.046,0.735,1.35
Dennis J. Kucinich,2010,-3.384,-3.599,-3.176
Dennis J. Kucinich,2011,-3.339,-3.552,-3.13
Dennis J. Kucinich,2012,-3.322,-3.531,-3.124
Michael Arcuri,2010,-1.524,-1.755,-1.29
Michael Arcuri,2011,-1.137,-1.669,-0.39
Michael Arcuri,2012,-0.766,-1.254,-0.225
William Akin,2010,2.194,1.998,2.406
William Akin,2011,2.201,1.948,2.454
William Akin,2012,2.692,2.618,2.771
"Joseph McCray, Sr.",2012,0.512,0.16,0.839
"Joseph McCray, Sr.",2013,0.575,0.26,0.889
"Joseph McCray, Sr.",2014,0.631,0.365,0.897
Nick Popaditch,2010,1.478,1.234,1.73
Nick Popaditch,2011,1.493,1.246,1.75
Nick Popaditch,2012,1.509,1.289,1.733
Todd Young,2010,1.727,1.553,1.911
Todd Young,2011,1.654,1.491,1.821
Todd Young,2012,1.616,1.477,1.756
Todd Young,2013,1.577,1.41,1.745
Todd Young,2014,1.538,1.394,1.68
Todd Young,2015,1.525,1.367,1.678
Todd Young,2016,1.559,1.491,1.631
Todd Young,2017,1.518,1.416,1.618
Todd Young,2018,1.557,1.489,1.623
Todd Young,2019,1.548,1.435,1.655
Todd Young,2020,1.701,1.628,1.776
Todd Young,2021,1.651,1.561,1.742
Todd Young,2022,1.602,1.531,1.674
Todd Young,2023,1.422,1.322,1.517
Todd Young,2024,1.422,1.35,1.494
Baron Hill,2010,-1.978,-2.18,-1.789
Baron Hill,2011,-1.959,-2.196,-1.726
Baron Hill,2012,-1.943,-2.176,-1.714
Gary L. Ackerman,2010,-2.249,-2.502,-2.011
Gary L. Ackerman,2011,-2.2,-2.463,-1.937
Gary L. Ackerman,2012,-2.152,-2.417,-1.888
Gregory Meeks,2010,-2.148,-2.407,-1.864
Gregory Meeks,2011,-2.162,-2.409,-1.9
Gregory Meeks,2012,-2.201,-2.41,-1.993
Gregory Meeks,2013,-2.232,-2.447,-2.019
Gregory Meeks,2014,-2.227,-2.426,-2.034
Gregory Meeks,2015,-2.177,-2.379,-1.966
Gregory Meeks,2016,-2.17,-2.356,-1.984
Gregory Meeks,2017,-2.185,-2.386,-1.985
Gregory Meeks,2018,-2.217,-2.396,-2.033
Gregory Meeks,2019,-2.209,-2.4,-2.021
Gregory Meeks,2020,-2.172,-2.346,-2
Gregory Meeks,2021,-2.151,-2.337,-1.971
Gregory Meeks,2022,-2.142,-2.317,-1.958
Gregory Meeks,2023,-2.191,-2.406,-1.984
Gregory Meeks,2024,-2.316,-2.567,-2.083
Robyn Hamlin,2010,0.871,0.579,1.194
Robyn Hamlin,2011,0.681,0.324,1.064
Robyn Hamlin,2012,0.494,0.222,0.739
Daniel Cavanagh,2012,0.043,-0.3,0.388
Daniel Cavanagh,2013,0.003,-0.335,0.333
Daniel Cavanagh,2014,-0.03,-0.342,0.278
Daniel Cavanagh,2015,-0.081,-0.406,0.243
Daniel Cavanagh,2016,-0.136,-0.475,0.196
Joe Garcia,2010,-1.814,-2.009,-1.625
Joe Garcia,2011,-1.756,-1.974,-1.541
Joe Garcia,2012,-1.699,-1.872,-1.527
Joe Garcia,2013,-1.75,-1.935,-1.561
Joe Garcia,2014,-1.794,-1.966,-1.623
Joe Garcia,2015,-1.695,-1.924,-1.453
Joe Garcia,2016,-1.602,-1.806,-1.39
David Rivera,2010,1.413,1.233,1.598
David Rivera,2011,1.382,1.197,1.562
David Rivera,2012,1.362,1.195,1.527
Maxine Waters,2010,-3.017,-3.266,-2.771
Maxine Waters,2011,-3.008,-3.237,-2.785
Maxine Waters,2012,-3.011,-3.213,-2.82
Maxine Waters,2013,-2.921,-3.122,-2.719
Maxine Waters,2014,-2.887,-3.071,-2.709
Maxine Waters,2015,-2.812,-3.016,-2.607
Maxine Waters,2016,-2.726,-2.912,-2.536
Maxine Waters,2017,-2.78,-2.99,-2.567
Maxine Waters,2018,-2.841,-3.03,-2.658
Maxine Waters,2019,-2.842,-3.051,-2.648
Maxine Waters,2020,-2.823,-3.008,-2.647
Maxine Waters,2021,-2.811,-3.006,-2.628
Maxine Waters,2022,-2.711,-2.896,-2.522
Maxine Waters,2023,-2.647,-2.847,-2.436
Maxine Waters,2024,-2.705,-2.939,-2.477
Shelli Yoder,2012,-1.605,-1.826,-1.39
Shelli Yoder,2013,-1.627,-1.881,-1.368
Shelli Yoder,2014,-1.648,-1.908,-1.382
Shelli Yoder,2015,-1.673,-1.933,-1.411
Shelli Yoder,2016,-1.698,-1.919,-1.49
Frederica S. Wilson,2010,-2.257,-2.487,-2.031
Frederica S. Wilson,2011,-2.235,-2.444,-2.011
Frederica S. Wilson,2012,-2.297,-2.47,-2.132
Frederica S. Wilson,2013,-2.302,-2.494,-2.117
Frederica S. Wilson,2014,-2.286,-2.464,-2.112
Frederica S. Wilson,2015,-2.237,-2.425,-2.044
Frederica S. Wilson,2016,-2.227,-2.397,-2.063
Frederica S. Wilson,2017,-2.236,-2.432,-2.048
Frederica S. Wilson,2018,-2.276,-2.47,-2.085
Frederica S. Wilson,2019,-2.307,-2.507,-2.108
Frederica S. Wilson,2020,-2.339,-2.533,-2.145
Frederica S. Wilson,2021,-2.391,-2.597,-2.191
Frederica S. Wilson,2022,-2.48,-2.67,-2.299
Frederica S. Wilson,2023,-2.437,-2.642,-2.235
Frederica S. Wilson,2024,-2.326,-2.546,-2.093
Kendrick Meek,2010,-2.202,-2.24,-2.162
Kendrick Meek,2011,-2.288,-2.539,-2.087
Kendrick Meek,2012,-2.37,-2.687,-2.104
"Henry Brown, Jr.",2010,1.423,1.226,1.619
"Henry Brown, Jr.",2011,1.344,1.066,1.607
"Henry Brown, Jr.",2012,1.26,0.944,1.554
Terri Sewell,2010,-1.857,-2.082,-1.62
Terri Sewell,2011,-1.885,-2.092,-1.669
Terri Sewell,2012,-1.956,-2.134,-1.776
Terri Sewell,2013,-2.032,-2.226,-1.846
Terri Sewell,2014,-2.06,-2.236,-1.884
Terri Sewell,2015,-2.074,-2.266,-1.89
Terri Sewell,2016,-2.053,-2.221,-1.886
Terri Sewell,2017,-2.084,-2.275,-1.897
Terri Sewell,2018,-2.074,-2.244,-1.904
Terri Sewell,2019,-2.206,-2.404,-2.012
Terri Sewell,2020,-2.272,-2.438,-2.11
Terri Sewell,2021,-2.312,-2.488,-2.136
Terri Sewell,2022,-2.32,-2.494,-2.151
Terri Sewell,2023,-2.239,-2.443,-2.031
Terri Sewell,2024,-2.222,-2.434,-2.009
Don Chamberlain,2010,0.658,0.342,0.982
Don Chamberlain,2011,0.642,0.336,0.958
Don Chamberlain,2012,0.626,0.332,0.918
Artur Davis,2010,-0.71,-0.967,-0.468
Artur Davis,2011,-0.486,-0.877,0.086
Artur Davis,2012,-0.264,-0.697,0.305
Chuck Stadler,2012,-1.124,-1.405,-0.828
Chuck Stadler,2013,-1.254,-1.573,-0.933
Chuck Stadler,2014,-1.392,-1.65,-1.146
Michael Crimmins,2010,1.234,0.965,1.505
Michael Crimmins,2011,1.2,0.902,1.487
Michael Crimmins,2012,1.169,0.873,1.456
Larry D. Bucshon,2010,1.473,1.28,1.664
Larry D. Bucshon,2011,1.454,1.278,1.632
Larry D. Bucshon,2012,1.471,1.319,1.628
Larry D. Bucshon,2013,1.427,1.251,1.603
Larry D. Bucshon,2014,1.44,1.285,1.592
Larry D. Bucshon,2015,1.458,1.277,1.643
Larry D. Bucshon,2016,1.458,1.284,1.627
Larry D. Bucshon,2017,1.498,1.308,1.682
Larry D. Bucshon,2018,1.543,1.367,1.717
Larry D. Bucshon,2019,1.705,1.505,1.915
Larry D. Bucshon,2020,1.798,1.622,1.979
Larry D. Bucshon,2021,1.744,1.563,1.926
Larry D. Bucshon,2022,1.73,1.565,1.902
Larry D. Bucshon,2023,1.652,1.459,1.851
Larry D. Bucshon,2024,1.536,1.345,1.719
Brad Ellsworth,2010,-1.393,-1.466,-1.319
Brad Ellsworth,2011,-1.374,-1.543,-1.192
Brad Ellsworth,2012,-1.353,-1.562,-1.133
David McKinley,2010,1.344,1.13,1.546
David McKinley,2011,1.31,1.084,1.508
David McKinley,2012,1.409,1.245,1.573
David McKinley,2013,1.351,1.167,1.531
David McKinley,2014,1.368,1.207,1.534
David McKinley,2015,1.319,1.123,1.513
David McKinley,2016,1.257,1.086,1.424
David McKinley,2017,1.331,1.147,1.517
David McKinley,2018,1.375,1.214,1.543
David McKinley,2019,1.346,1.152,1.538
David McKinley,2020,1.336,1.155,1.518
David McKinley,2021,1.327,1.095,1.57
Alan Mollohan,2010,-1.774,-2.012,-1.538
Alan Mollohan,2011,-1.747,-2.031,-1.462
Alan Mollohan,2012,-1.715,-2.024,-1.409
VaLinda Hathcox,2010,-1.049,-1.334,-0.766
VaLinda Hathcox,2011,-1.045,-1.364,-0.737
VaLinda Hathcox,2012,-1.041,-1.348,-0.742
Joe Kallas,2010,-1.226,-1.524,-0.914
Joe Kallas,2011,-1.263,-1.541,-0.975
Joe Kallas,2012,-1.3,-1.523,-1.078
Hakeem Jeffries,2012,-2.297,-2.531,-2.062
Hakeem Jeffries,2013,-2.304,-2.537,-2.072
Hakeem Jeffries,2014,-2.321,-2.526,-2.123
Hakeem Jeffries,2015,-2.303,-2.508,-2.095
Hakeem Jeffries,2016,-2.287,-2.471,-2.094
Hakeem Jeffries,2017,-2.331,-2.531,-2.125
Hakeem Jeffries,2018,-2.361,-2.558,-2.165
Hakeem Jeffries,2019,-2.44,-2.647,-2.233
Hakeem Jeffries,2020,-2.482,-2.66,-2.305
Hakeem Jeffries,2021,-2.47,-2.653,-2.291
Hakeem Jeffries,2022,-2.422,-2.596,-2.243
Hakeem Jeffries,2023,-2.413,-2.613,-2.215
Hakeem Jeffries,2024,-2.406,-2.622,-2.191
Jeff Byrd,2012,1.284,1.031,1.533
Jeff Byrd,2013,1.406,1.119,1.69
Jeff Byrd,2014,1.527,1.299,1.773
Rick Crawford,2010,1.223,1.022,1.423
Rick Crawford,2011,1.232,1.037,1.416
Rick Crawford,2012,1.255,1.089,1.42
Rick Crawford,2013,1.349,1.161,1.537
Rick Crawford,2014,1.398,1.229,1.568
Rick Crawford,2015,1.488,1.298,1.677
Rick Crawford,2016,1.51,1.325,1.69
Rick Crawford,2017,1.631,1.429,1.845
Rick Crawford,2018,1.704,1.514,1.895
Rick Crawford,2019,1.852,1.633,2.065
Rick Crawford,2020,1.948,1.759,2.138
Rick Crawford,2021,2.007,1.827,2.198
Rick Crawford,2022,2.006,1.831,2.182
Rick Crawford,2023,1.947,1.752,2.144
Rick Crawford,2024,1.888,1.703,2.072
Marion Berry,2010,-1.356,-1.551,-1.16
Marion Berry,2011,-1.349,-1.598,-1.101
Marion Berry,2012,-1.336,-1.61,-1.069
