Candidate,year,Ideology,Lower,Upper
Bill Huizenga,2021,1.787,1.624,1.952
Bill Huizenga,2022,1.77,1.628,1.912
Bill Huizenga,2023,1.707,1.526,1.888
Bill Huizenga,2024,1.684,1.497,1.876
Vernon Ehlers,2010,1.118,0.96,1.285
Vernon Ehlers,2011,1.104,0.906,1.303
Vernon Ehlers,2012,1.086,0.899,1.274
Mark Amodei,2011,1.399,1.229,1.573
Mark Amodei,2012,1.38,1.265,1.493
Mark Amodei,2013,1.27,1.108,1.425
Mark Amodei,2014,1.231,1.105,1.354
Mark Amodei,2015,1.216,1.051,1.368
Mark Amodei,2016,1.26,1.116,1.402
Mark Amodei,2017,1.306,1.137,1.472
Mark Amodei,2018,1.394,1.26,1.53
Mark Amodei,2019,1.406,1.247,1.568
Mark Amodei,2020,1.495,1.349,1.649
Mark Amodei,2021,1.408,1.242,1.57
Mark Amodei,2022,1.467,1.338,1.599
Mark Amodei,2023,1.488,1.334,1.647
Mark Amodei,2024,1.475,1.326,1.618
Dean Heller,2010,1.499,1.371,1.622
Dean Heller,2011,1.413,1.284,1.53
Dean Heller,2012,1.501,1.434,1.57
Dean Heller,2013,1.191,1.062,1.326
Dean Heller,2014,1.088,1.01,1.164
Dean Heller,2015,1.01,0.894,1.131
Dean Heller,2016,0.979,0.891,1.066
Dean Heller,2017,1.02,0.887,1.159
Dean Heller,2018,1.444,1.355,1.536
Ben Ray Lujan,2010,-2.373,-2.544,-2.202
Ben Ray Lujan,2011,-2.335,-2.505,-2.159
Ben Ray Lujan,2012,-2.333,-2.479,-2.191
Ben Ray Lujan,2013,-2.312,-2.481,-2.15
Ben Ray Lujan,2014,-2.261,-2.405,-2.118
Ben Ray Lujan,2015,-2.236,-2.411,-2.064
Ben Ray Lujan,2016,-2.224,-2.388,-2.065
Ben Ray Lujan,2017,-2.215,-2.388,-2.04
Ben Ray Lujan,2018,-2.216,-2.376,-2.051
Ben Ray Lujan,2019,-2.257,-2.424,-2.081
Ben Ray Lujan,2020,-2.324,-2.434,-2.215
Ben Ray Lujan,2021,-2.372,-2.504,-2.248
Ben Ray Lujan,2022,-2.375,-2.486,-2.267
Ben Ray Lujan,2023,-2.283,-2.416,-2.146
Ben Ray Lujan,2024,-2.267,-2.383,-2.15
Rosa L. DeLauro,2010,-2.748,-2.922,-2.576
Rosa L. DeLauro,2011,-2.719,-2.898,-2.549
Rosa L. DeLauro,2012,-2.66,-2.81,-2.511
Rosa L. DeLauro,2013,-2.629,-2.798,-2.453
Rosa L. DeLauro,2014,-2.624,-2.785,-2.468
Rosa L. DeLauro,2015,-2.467,-2.658,-2.258
Rosa L. DeLauro,2016,-2.405,-2.574,-2.232
Rosa L. DeLauro,2017,-2.466,-2.657,-2.275
Rosa L. DeLauro,2018,-2.538,-2.7,-2.379
Rosa L. DeLauro,2019,-2.563,-2.736,-2.39
Rosa L. DeLauro,2020,-2.581,-2.733,-2.427
Rosa L. DeLauro,2021,-2.6,-2.762,-2.442
Rosa L. DeLauro,2022,-2.625,-2.778,-2.473
Rosa L. DeLauro,2023,-2.658,-2.838,-2.48
Rosa L. DeLauro,2024,-2.753,-2.934,-2.575
Thaddeus McCotter,2010,1.567,1.402,1.74
Thaddeus McCotter,2011,1.568,1.388,1.754
Thaddeus McCotter,2012,1.553,1.339,1.767
Blake Farenthold,2010,1.44,1.2,1.663
Blake Farenthold,2011,1.535,1.34,1.731
Blake Farenthold,2012,1.58,1.434,1.73
Blake Farenthold,2013,1.627,1.459,1.8
Blake Farenthold,2014,1.643,1.489,1.801
Blake Farenthold,2015,1.695,1.511,1.882
Blake Farenthold,2016,1.684,1.512,1.857
Blake Farenthold,2017,1.71,1.484,1.948
"Solomon Ortiz, Sr.",2010,-2.107,-2.395,-1.825
"Solomon Ortiz, Sr.",2011,-2.16,-2.468,-1.858
"Solomon Ortiz, Sr.",2012,-2.218,-2.545,-1.912
Mike Turner,2010,1.304,1.156,1.46
Mike Turner,2011,1.309,1.158,1.455
Mike Turner,2012,1.281,1.166,1.393
Mike Turner,2013,1.268,1.118,1.417
Mike Turner,2014,1.233,1.098,1.365
Mike Turner,2015,1.239,1.083,1.399
Mike Turner,2016,1.243,1.088,1.398
Mike Turner,2017,1.344,1.154,1.536
Mike Turner,2018,1.478,1.323,1.636
Mike Turner,2019,1.574,1.397,1.755
Mike Turner,2020,1.653,1.504,1.804
Mike Turner,2021,1.621,1.459,1.794
Mike Turner,2022,1.512,1.367,1.662
Mike Turner,2023,1.407,1.237,1.575
Mike Turner,2024,1.391,1.23,1.552
Kevin Cramer,2012,1.369,1.201,1.538
Kevin Cramer,2013,1.408,1.227,1.589
Kevin Cramer,2014,1.491,1.343,1.64
Kevin Cramer,2015,1.453,1.258,1.648
Kevin Cramer,2016,1.473,1.268,1.685
Kevin Cramer,2017,2.036,1.634,2.341
Kevin Cramer,2018,2.216,2.051,2.387
Kevin Cramer,2019,2.181,2.007,2.362
Kevin Cramer,2020,2.087,1.931,2.255
Kevin Cramer,2021,1.92,1.724,2.108
Kevin Cramer,2022,1.889,1.724,2.05
Kevin Cramer,2023,1.83,1.636,2.016
Kevin Cramer,2024,1.897,1.71,2.088
Tom Petri,2010,1.09,0.924,1.257
Tom Petri,2011,1.093,0.929,1.256
Tom Petri,2012,1.067,0.941,1.192
Tom Petri,2013,0.996,0.815,1.181
Tom Petri,2014,0.861,0.71,1.016
James Lankford,2010,1.932,1.773,2.094
James Lankford,2011,1.942,1.773,2.106
James Lankford,2012,2.017,1.889,2.154
James Lankford,2013,2.01,1.863,2.168
James Lankford,2014,1.96,1.865,2.056
James Lankford,2015,2.002,1.877,2.136
James Lankford,2016,1.995,1.899,2.093
James Lankford,2017,1.934,1.808,2.055
James Lankford,2018,1.988,1.893,2.083
James Lankford,2019,2.026,1.905,2.151
James Lankford,2020,2.039,1.94,2.136
James Lankford,2021,2.073,1.958,2.195
James Lankford,2022,2.015,1.919,2.11
James Lankford,2023,1.943,1.808,2.082
James Lankford,2024,1.687,1.586,1.782
Mary Fallin,2010,1.689,1.546,1.822
Mary Fallin,2011,1.743,1.629,1.855
Mary Fallin,2012,1.807,1.735,1.879
Mary Fallin,2013,1.919,1.8,2.051
Mary Fallin,2014,1.894,1.805,1.982
Mary Fallin,2015,1.827,1.704,1.953
Mary Fallin,2016,1.765,1.676,1.856
Mary Fallin,2017,1.727,1.605,1.855
Mary Fallin,2018,1.642,1.538,1.739
David Crowley,2012,0.808,0.568,1.054
David Crowley,2013,0.832,0.572,1.097
David Crowley,2014,0.857,0.595,1.113
Rob Woodall,2010,1.505,1.312,1.691
Rob Woodall,2011,1.572,1.402,1.737
Rob Woodall,2012,1.62,1.495,1.747
Rob Woodall,2013,1.56,1.401,1.716
Rob Woodall,2014,1.566,1.414,1.715
Rob Woodall,2015,1.555,1.375,1.745
Rob Woodall,2016,1.456,1.278,1.621
Rob Woodall,2017,1.517,1.331,1.69
Rob Woodall,2018,1.568,1.418,1.715
Rob Woodall,2019,1.613,1.442,1.787
Rob Woodall,2020,1.593,1.422,1.766
John Linder,2010,1.711,1.538,1.887
John Linder,2011,1.698,1.467,1.927
John Linder,2012,1.682,1.446,1.922
Kay Granger,2010,1.134,0.973,1.295
Kay Granger,2011,1.195,1.043,1.345
Kay Granger,2012,1.211,1.088,1.335
Kay Granger,2013,1.119,0.946,1.283
Kay Granger,2014,1.153,1.012,1.297
Kay Granger,2015,1.109,0.939,1.28
Kay Granger,2016,1.099,0.947,1.251
Kay Granger,2017,1.193,1.008,1.374
Kay Granger,2018,1.29,1.147,1.44
Kay Granger,2019,1.306,1.147,1.468
Kay Granger,2020,1.359,1.215,1.506
Kay Granger,2021,1.328,1.165,1.486
Kay Granger,2022,1.337,1.194,1.483
Kay Granger,2023,1.263,1.087,1.433
Kay Granger,2024,1.319,1.156,1.486
Maurice D. Hinchey,2010,-2.617,-2.802,-2.438
Maurice D. Hinchey,2011,-2.543,-2.728,-2.359
Maurice D. Hinchey,2012,-2.495,-2.666,-2.316
Richard Hanna,2010,1.017,0.814,1.242
Richard Hanna,2011,0.84,0.647,1.024
Richard Hanna,2012,0.857,0.72,0.998
Richard Hanna,2013,0.5,0.255,0.754
Richard Hanna,2014,0.366,0.208,0.52
Richard Hanna,2015,0.27,0.077,0.458
Richard Hanna,2016,0.17,-0.021,0.356
Ed Markey,2010,-2.616,-2.815,-2.424
Ed Markey,2011,-2.58,-2.767,-2.41
Ed Markey,2012,-2.497,-2.632,-2.362
Ed Markey,2013,-2.477,-2.583,-2.369
Ed Markey,2014,-2.51,-2.58,-2.443
Ed Markey,2015,-2.431,-2.555,-2.31
Ed Markey,2016,-2.274,-2.343,-2.204
Ed Markey,2017,-2.256,-2.352,-2.157
Ed Markey,2018,-2.272,-2.347,-2.199
Ed Markey,2019,-2.643,-2.822,-2.464
Ed Markey,2020,-2.947,-3.026,-2.867
Ed Markey,2021,-2.937,-3.04,-2.839
Ed Markey,2022,-2.846,-2.922,-2.771
Ed Markey,2023,-2.788,-2.891,-2.687
Ed Markey,2024,-2.745,-2.819,-2.671
Frank LoBiondo,2010,0.675,0.508,0.842
Frank LoBiondo,2011,0.725,0.531,0.909
Frank LoBiondo,2012,0.894,0.755,1.034
Frank LoBiondo,2013,0.84,0.679,1.003
Frank LoBiondo,2014,0.803,0.658,0.951
Frank LoBiondo,2015,0.712,0.519,0.895
Frank LoBiondo,2016,0.734,0.559,0.909
Frank LoBiondo,2017,0.643,0.441,0.839
Frank LoBiondo,2018,0.667,0.481,0.857
Jim Himes,2010,-2.013,-2.185,-1.845
Jim Himes,2011,-2.022,-2.195,-1.852
Jim Himes,2012,-2.048,-2.196,-1.901
Jim Himes,2013,-2.054,-2.228,-1.886
Jim Himes,2014,-2.067,-2.223,-1.911
Jim Himes,2015,-2.089,-2.273,-1.907
Jim Himes,2016,-2.105,-2.269,-1.941
Jim Himes,2017,-2.137,-2.315,-1.96
Jim Himes,2018,-2.162,-2.333,-1.989
Jim Himes,2019,-2.212,-2.404,-2.024
Jim Himes,2020,-2.246,-2.417,-2.079
Jim Himes,2021,-2.243,-2.434,-2.06
Jim Himes,2022,-2.22,-2.4,-2.048
Jim Himes,2023,-2.174,-2.374,-1.98
Jim Himes,2024,-2.167,-2.369,-1.961
Thomas A. Marino,2010,1.423,1.255,1.594
Thomas A. Marino,2011,1.399,1.231,1.554
Thomas A. Marino,2012,1.445,1.321,1.57
Thomas A. Marino,2013,1.463,1.315,1.608
Thomas A. Marino,2014,1.463,1.329,1.6
Thomas A. Marino,2015,1.425,1.265,1.582
Thomas A. Marino,2016,1.422,1.286,1.562
Thomas A. Marino,2017,1.494,1.33,1.67
Thomas A. Marino,2018,1.468,1.312,1.624
Rob Biship,2010,1.553,1.385,1.717
Rob Biship,2011,1.581,1.419,1.728
Rob Biship,2012,1.618,1.5,1.737
Rob Biship,2013,1.625,1.47,1.784
Rob Biship,2014,1.64,1.491,1.787
Rob Biship,2015,1.663,1.481,1.839
Rob Biship,2016,1.727,1.557,1.896
Rob Biship,2017,1.831,1.624,2.04
Rob Biship,2018,1.973,1.805,2.139
Rob Biship,2019,2.033,1.837,2.228
Rob Biship,2020,2.113,1.915,2.314
Shannon Roberts,2010,-1.019,-1.252,-0.786
Shannon Roberts,2011,-1.047,-1.278,-0.81
Shannon Roberts,2012,-1.074,-1.271,-0.872
Bill Posey,2010,1.489,1.354,1.621
Bill Posey,2011,1.487,1.344,1.625
Bill Posey,2012,1.554,1.442,1.664
Bill Posey,2013,1.527,1.38,1.677
Bill Posey,2014,1.529,1.395,1.662
Bill Posey,2015,1.475,1.308,1.647
Bill Posey,2016,1.408,1.254,1.554
Bill Posey,2017,1.522,1.355,1.694
Bill Posey,2018,1.532,1.393,1.67
Bill Posey,2019,1.653,1.448,1.847
Bill Posey,2020,1.816,1.669,1.965
Bill Posey,2021,1.879,1.722,2.039
Bill Posey,2022,1.907,1.761,2.058
Bill Posey,2023,1.853,1.678,2.021
Bill Posey,2024,1.894,1.739,2.049
Jim Jordan,2010,1.813,1.63,1.992
Jim Jordan,2011,1.866,1.692,2.038
Jim Jordan,2012,1.899,1.76,2.045
Jim Jordan,2013,1.859,1.678,2.027
Jim Jordan,2014,1.897,1.733,2.063
Jim Jordan,2015,1.995,1.783,2.209
Jim Jordan,2016,2.028,1.842,2.215
Jim Jordan,2017,2.063,1.861,2.265
Jim Jordan,2018,2.147,1.96,2.328
Jim Jordan,2019,2.258,2.015,2.495
Jim Jordan,2020,2.452,2.272,2.645
Jim Jordan,2021,2.498,2.305,2.689
Jim Jordan,2022,2.549,2.381,2.722
Jim Jordan,2023,2.49,2.305,2.679
Jim Jordan,2024,2.457,2.276,2.64
Al Green,2010,-2.327,-2.527,-2.123
Al Green,2011,-2.294,-2.476,-2.117
Al Green,2012,-2.273,-2.436,-2.112
Al Green,2013,-2.276,-2.467,-2.097
Al Green,2014,-2.276,-2.457,-2.101
Al Green,2015,-2.261,-2.446,-2.074
Al Green,2016,-2.198,-2.368,-2.019
Al Green,2017,-2.19,-2.386,-1.975
Al Green,2018,-2.319,-2.502,-2.14
Al Green,2019,-2.341,-2.523,-2.157
Al Green,2020,-2.398,-2.571,-2.232
Al Green,2021,-2.417,-2.595,-2.245
Al Green,2022,-2.378,-2.552,-2.208
Al Green,2023,-2.361,-2.534,-2.184
Al Green,2024,-2.36,-2.544,-2.177
Sheila Jackson Lee,2010,-2.949,-3.16,-2.732
Sheila Jackson Lee,2011,-2.949,-3.157,-2.738
Sheila Jackson Lee,2012,-2.966,-3.147,-2.781
Sheila Jackson Lee,2013,-2.935,-3.149,-2.73
Sheila Jackson Lee,2014,-2.906,-3.111,-2.712
Sheila Jackson Lee,2015,-2.81,-3.043,-2.58
Sheila Jackson Lee,2016,-2.707,-2.914,-2.509
Sheila Jackson Lee,2017,-2.616,-2.823,-2.4
Sheila Jackson Lee,2018,-2.579,-2.778,-2.381
Sheila Jackson Lee,2019,-2.528,-2.733,-2.321
Sheila Jackson Lee,2020,-2.525,-2.71,-2.339
Sheila Jackson Lee,2021,-2.521,-2.711,-2.328
Sheila Jackson Lee,2022,-2.51,-2.716,-2.308
Sheila Jackson Lee,2023,-2.519,-2.774,-2.27
Pete Olson,2010,1.584,1.414,1.756
Pete Olson,2011,1.633,1.462,1.806
Pete Olson,2012,1.709,1.579,1.842
Pete Olson,2013,1.698,1.532,1.865
Pete Olson,2014,1.654,1.499,1.804
Pete Olson,2015,1.661,1.483,1.839
Pete Olson,2016,1.634,1.467,1.803
Pete Olson,2017,1.591,1.407,1.774
Pete Olson,2018,1.551,1.389,1.712
Pete Olson,2019,1.646,1.455,1.85
Pete Olson,2020,1.691,1.503,1.889
Steve Stockman,2012,1.769,1.568,1.972
Steve Stockman,2013,1.763,1.548,1.976
Steve Stockman,2014,1.741,1.534,1.951
Joyce Beatty,2012,-2.124,-2.292,-1.955
Joyce Beatty,2013,-2.124,-2.303,-1.946
Joyce Beatty,2014,-2.159,-2.305,-2.014
Joyce Beatty,2015,-2.167,-2.331,-2.004
Joyce Beatty,2016,-2.149,-2.29,-2.01
Joyce Beatty,2017,-2.26,-2.436,-2.096
Joyce Beatty,2018,-2.278,-2.424,-2.125
Joyce Beatty,2019,-2.371,-2.546,-2.201
Joyce Beatty,2020,-2.4,-2.545,-2.254
Joyce Beatty,2021,-2.418,-2.583,-2.259
Joyce Beatty,2022,-2.401,-2.535,-2.27
Joyce Beatty,2023,-2.327,-2.486,-2.157
Joyce Beatty,2024,-2.333,-2.483,-2.181
Vicky Hartzler,2010,1.568,1.37,1.764
Vicky Hartzler,2011,1.641,1.469,1.8
Vicky Hartzler,2012,1.727,1.608,1.852
Vicky Hartzler,2013,1.713,1.556,1.875
Vicky Hartzler,2014,1.711,1.571,1.858
Vicky Hartzler,2015,1.722,1.555,1.886
Vicky Hartzler,2016,1.686,1.528,1.84
Vicky Hartzler,2017,1.786,1.603,1.971
Vicky Hartzler,2018,1.854,1.695,2.008
Vicky Hartzler,2019,1.971,1.796,2.15
Vicky Hartzler,2020,2.012,1.863,2.163
Vicky Hartzler,2021,2.009,1.841,2.174
Vicky Hartzler,2022,1.968,1.789,2.151
Betty Sutton,2010,-2.263,-2.423,-2.097
Betty Sutton,2011,-2.299,-2.454,-2.137
Betty Sutton,2012,-2.32,-2.434,-2.202
Bill Foster,2010,-1.702,-1.863,-1.54
Bill Foster,2011,-1.653,-1.838,-1.465
Bill Foster,2012,-1.6,-1.738,-1.461
Bill Foster,2013,-1.53,-1.712,-1.341
Bill Foster,2014,-1.521,-1.68,-1.36
Bill Foster,2015,-1.554,-1.739,-1.364
Bill Foster,2016,-1.606,-1.791,-1.422
Bill Foster,2017,-1.862,-2.111,-1.632
Bill Foster,2018,-1.953,-2.138,-1.775
Bill Foster,2019,-1.958,-2.154,-1.765
Bill Foster,2020,-1.91,-2.09,-1.739
Bill Foster,2021,-1.871,-2.055,-1.686
Bill Foster,2022,-1.833,-2.011,-1.655
Bill Foster,2023,-1.845,-2.044,-1.644
Bill Foster,2024,-1.96,-2.149,-1.78
Ileana Ros-Lehtinen,2010,1.046,0.864,1.226
Ileana Ros-Lehtinen,2011,1.055,0.866,1.232
Ileana Ros-Lehtinen,2012,1.092,0.948,1.236
Ileana Ros-Lehtinen,2013,1.186,1,1.375
Ileana Ros-Lehtinen,2014,1.318,1.146,1.507
Ileana Ros-Lehtinen,2015,1.248,1.029,1.5
Ileana Ros-Lehtinen,2016,1.023,0.837,1.208
Ileana Ros-Lehtinen,2017,0.799,0.492,1.085
Ileana Ros-Lehtinen,2018,0.535,0.298,0.759
Albio Sires,2010,-1.977,-2.269,-1.698
Albio Sires,2011,-1.953,-2.216,-1.706
Albio Sires,2012,-1.865,-2.059,-1.664
Albio Sires,2013,-1.846,-2.056,-1.632
Albio Sires,2014,-1.858,-2.062,-1.657
Albio Sires,2015,-1.851,-2.07,-1.638
Albio Sires,2016,-1.821,-2.025,-1.614
Albio Sires,2017,-1.855,-2.055,-1.655
Albio Sires,2018,-1.859,-2.041,-1.675
Albio Sires,2019,-1.873,-2.071,-1.679
Albio Sires,2020,-1.87,-2.067,-1.674
Albio Sires,2021,-1.887,-2.089,-1.685
Albio Sires,2022,-1.913,-2.125,-1.702
Laura Richardson,2010,-2.203,-2.452,-1.947
Laura Richardson,2011,-2.231,-2.46,-1.997
Laura Richardson,2012,-2.23,-2.454,-2.018
Erik Paulsen,2010,1.408,1.25,1.57
Erik Paulsen,2011,1.427,1.273,1.588
Erik Paulsen,2012,1.433,1.31,1.559
Erik Paulsen,2013,1.306,1.128,1.474
Erik Paulsen,2014,1.256,1.119,1.389
Erik Paulsen,2015,1.274,1.103,1.436
Erik Paulsen,2016,1.342,1.202,1.485
Erik Paulsen,2017,1.385,1.205,1.568
Erik Paulsen,2018,1.523,1.353,1.702
Mike Obermueller,2012,-1.645,-1.826,-1.467
Mike Obermueller,2013,-1.608,-1.816,-1.392
Mike Obermueller,2014,-1.573,-1.76,-1.38
Raul Labrador,2010,1.352,1.132,1.555
Raul Labrador,2011,1.689,1.48,1.881
Raul Labrador,2012,1.826,1.712,1.94
Raul Labrador,2013,1.83,1.676,1.98
Raul Labrador,2014,1.899,1.779,2.023
Raul Labrador,2015,1.943,1.789,2.102
Raul Labrador,2016,1.962,1.824,2.096
Raul Labrador,2017,2.058,1.89,2.23
Raul Labrador,2018,2.045,1.879,2.209
Walter Minnick,2010,-0.453,-0.621,-0.285
Walter Minnick,2011,-0.471,-0.681,-0.263
Walter Minnick,2012,-0.49,-0.694,-0.288
Mike Kelly,2010,1.439,1.274,1.603
Mike Kelly,2011,1.518,1.348,1.681
Mike Kelly,2012,1.593,1.461,1.727
Mike Kelly,2013,1.549,1.397,1.702
Mike Kelly,2014,1.534,1.385,1.678
Mike Kelly,2015,1.581,1.397,1.764
Mike Kelly,2016,1.657,1.494,1.817
Mike Kelly,2017,1.774,1.594,1.948
Mike Kelly,2018,1.85,1.723,1.979
Mike Kelly,2019,1.905,1.741,2.073
Mike Kelly,2020,1.983,1.838,2.132
Mike Kelly,2021,1.954,1.802,2.115
Mike Kelly,2022,1.949,1.803,2.102
Mike Kelly,2023,1.787,1.606,1.96
Mike Kelly,2024,1.789,1.627,1.942
Kathy Dahlkemper,2010,-1.91,-2.086,-1.733
Kathy Dahlkemper,2011,-1.882,-2.101,-1.666
Kathy Dahlkemper,2012,-1.859,-2.082,-1.638
Steven R. Rothman,2010,-2.221,-2.427,-2.022
Steven R. Rothman,2011,-2.177,-2.379,-1.981
Steven R. Rothman,2012,-2.132,-2.329,-1.94
Phil Roe,2010,1.48,1.296,1.658
Phil Roe,2011,1.529,1.355,1.699
Phil Roe,2012,1.601,1.466,1.737
Phil Roe,2013,1.599,1.434,1.771
Phil Roe,2014,1.579,1.436,1.721
Phil Roe,2015,1.513,1.336,1.686
Phil Roe,2016,1.482,1.328,1.636
Phil Roe,2017,1.533,1.363,1.702
Phil Roe,2018,1.627,1.486,1.772
Phil Roe,2019,1.642,1.474,1.807
Phil Roe,2020,1.697,1.533,1.856
Tim Griffin,2010,1.516,1.332,1.695
Tim Griffin,2011,1.544,1.374,1.712
Tim Griffin,2012,1.607,1.466,1.748
Tim Griffin,2013,1.642,1.472,1.81
Tim Griffin,2014,1.632,1.476,1.784
Victor Snyder,2010,-2.183,-2.39,-1.975
Victor Snyder,2011,-2.22,-2.473,-1.97
Victor Snyder,2012,-2.258,-2.528,-2.004
Kesha Rogers,2010,-1.2,-1.451,-0.953
Kesha Rogers,2011,-1.198,-1.455,-0.943
Kesha Rogers,2012,-1.195,-1.417,-0.968
Kesha Rogers,2013,-1.229,-1.529,-0.945
Kesha Rogers,2014,-1.26,-1.593,-0.937
Kesha Rogers,2015,-1.297,-1.644,-0.946
Kesha Rogers,2016,-1.333,-1.701,-0.975
Kesha Rogers,2017,-1.367,-1.727,-1.015
Kesha Rogers,2018,-1.4,-1.74,-1.073
Zoe Lofgren,2010,-2.602,-2.822,-2.387
Zoe Lofgren,2011,-2.548,-2.768,-2.34
Zoe Lofgren,2012,-2.481,-2.659,-2.307
Zoe Lofgren,2013,-2.476,-2.666,-2.291
Zoe Lofgren,2014,-2.472,-2.655,-2.288
Zoe Lofgren,2015,-2.408,-2.612,-2.207
Zoe Lofgren,2016,-2.355,-2.54,-2.171
Zoe Lofgren,2017,-2.364,-2.56,-2.166
Zoe Lofgren,2018,-2.359,-2.541,-2.173
Zoe Lofgren,2019,-2.352,-2.552,-2.151
Zoe Lofgren,2020,-2.296,-2.494,-2.1
Zoe Lofgren,2021,-2.256,-2.456,-2.046
Zoe Lofgren,2022,-2.223,-2.44,-1.993
Zoe Lofgren,2023,-2.217,-2.46,-1.972
Zoe Lofgren,2024,-2.217,-2.471,-1.962
Alan Grayson,2010,-3.092,-3.271,-2.918
Alan Grayson,2011,-3.067,-3.266,-2.871
Alan Grayson,2012,-3.04,-3.215,-2.872
Alan Grayson,2013,-2.843,-3.104,-2.569
Alan Grayson,2014,-2.638,-2.859,-2.427
Alan Grayson,2015,-2.478,-2.706,-2.242
Alan Grayson,2016,-2.382,-2.58,-2.178
"Frank Kratovil, Jr.",2010,-1.25,-1.434,-1.065
"Frank Kratovil, Jr.",2011,-1.193,-1.424,-0.946
"Frank Kratovil, Jr.",2012,-1.14,-1.389,-0.887
Marcia L. Fudge,2010,-2.349,-2.548,-2.155
Marcia L. Fudge,2011,-2.397,-2.579,-2.214
Marcia L. Fudge,2012,-2.439,-2.585,-2.294
Marcia L. Fudge,2013,-2.509,-2.689,-2.339
Marcia L. Fudge,2014,-2.54,-2.688,-2.396
Marcia L. Fudge,2015,-2.527,-2.691,-2.363
Marcia L. Fudge,2016,-2.519,-2.662,-2.371
Marcia L. Fudge,2017,-2.585,-2.757,-2.423
Marcia L. Fudge,2018,-2.602,-2.761,-2.448
Marcia L. Fudge,2019,-2.579,-2.761,-2.401
Marcia L. Fudge,2020,-2.556,-2.729,-2.384
Jeff Fortenberry,2010,1.318,1.049,1.565
Jeff Fortenberry,2011,1.39,1.186,1.583
Jeff Fortenberry,2012,1.438,1.32,1.559
Jeff Fortenberry,2013,1.354,1.192,1.515
Jeff Fortenberry,2014,1.333,1.189,1.479
Jeff Fortenberry,2015,1.361,1.196,1.523
Jeff Fortenberry,2016,1.337,1.178,1.496
Jeff Fortenberry,2017,1.424,1.22,1.62
Jeff Fortenberry,2018,1.596,1.439,1.755
Jeff Fortenberry,2019,1.707,1.51,1.911
Jeff Fortenberry,2020,1.852,1.685,2.033
Jeff Fortenberry,2021,1.91,1.702,2.135
Sam Graves,2010,1.584,1.427,1.739
Sam Graves,2011,1.597,1.444,1.751
Sam Graves,2012,1.603,1.489,1.72
Sam Graves,2013,1.576,1.419,1.733
Sam Graves,2014,1.577,1.437,1.718
Sam Graves,2015,1.638,1.471,1.811
Sam Graves,2016,1.694,1.541,1.853
Sam Graves,2017,1.777,1.605,1.951
Sam Graves,2018,1.816,1.673,1.958
Sam Graves,2019,1.897,1.718,2.076
Sam Graves,2020,2.013,1.855,2.176
Sam Graves,2021,2.092,1.915,2.288
Sam Graves,2022,1.965,1.804,2.118
Sam Graves,2023,1.971,1.795,2.143
Sam Graves,2024,2.006,1.829,2.187
Ike Skelton,2010,-0.91,-1.092,-0.731
Ike Skelton,2011,-0.925,-1.15,-0.713
Ike Skelton,2012,-0.938,-1.162,-0.718
John Lewis,2010,-2.79,-2.972,-2.596
John Lewis,2011,-2.864,-3.047,-2.675
John Lewis,2012,-2.892,-3.041,-2.753
John Lewis,2013,-2.812,-2.994,-2.626
John Lewis,2014,-2.745,-2.92,-2.574
John Lewis,2015,-2.695,-2.898,-2.506
John Lewis,2016,-2.586,-2.752,-2.418
John Lewis,2017,-2.601,-2.791,-2.414
John Lewis,2018,-2.594,-2.78,-2.403
John Lewis,2019,-2.561,-2.793,-2.314
Raul Grijalva,2010,-2.872,-3.081,-2.666
Raul Grijalva,2011,-2.932,-3.138,-2.726
Raul Grijalva,2012,-2.989,-3.173,-2.813
Raul Grijalva,2013,-2.751,-2.99,-2.494
Raul Grijalva,2014,-2.647,-2.844,-2.447
Raul Grijalva,2015,-2.683,-2.886,-2.482
Raul Grijalva,2016,-2.676,-2.859,-2.501
Raul Grijalva,2017,-2.696,-2.886,-2.504
Raul Grijalva,2018,-2.72,-2.907,-2.534
Raul Grijalva,2019,-2.787,-2.994,-2.594
Raul Grijalva,2020,-2.8,-2.987,-2.618
Raul Grijalva,2021,-2.742,-2.935,-2.545
Raul Grijalva,2022,-2.714,-2.883,-2.54
Raul Grijalva,2023,-2.675,-2.863,-2.476
Raul Grijalva,2024,-2.722,-2.911,-2.53
Gabriela Saucedo Mercer,2012,0.838,0.589,1.087
Gabriela Saucedo Mercer,2013,0.88,0.632,1.13
Gabriela Saucedo Mercer,2014,0.923,0.687,1.162
Michelle Lujan Grasham,2012,-1.983,-2.127,-1.831
Michelle Lujan Grasham,2013,-2.148,-2.331,-1.971
Michelle Lujan Grasham,2014,-2.226,-2.361,-2.092
Michelle Lujan Grasham,2015,-2.23,-2.397,-2.067
Michelle Lujan Grasham,2016,-2.241,-2.395,-2.089
Michelle Lujan Grasham,2017,-2.335,-2.494,-2.172
Michelle Lujan Grasham,2018,-2.4,-2.538,-2.264
Michelle Lujan Grasham,2019,-2.464,-2.595,-2.335
Michelle Lujan Grasham,2020,-2.453,-2.556,-2.352
Michelle Lujan Grasham,2021,-2.506,-2.624,-2.388
Michelle Lujan Grasham,2022,-2.529,-2.629,-2.427
Michelle Lujan Grasham,2023,-2.549,-2.675,-2.428
Michelle Lujan Grasham,2024,-2.52,-2.633,-2.407
Janice Arnold-Jones,2012,1.177,1.027,1.328
Janice Arnold-Jones,2013,1.18,0.944,1.41
