bonica.rid,year,candidate,state
cand34923,2004,eni faleomavaega,american samoa
cand34923,2006,eni faleomavaega,american samoa
cand34923,2008,eni faleomavaega,american samoa
cand34923,2010,eni faleomavaega,american samoa
cand34923,2012,eni faleomavaega,american samoa
cand34923,2014,eni faleomavaega,american samoa
cand1094,2010,paul anthony anthony gosar,arizona
cand1094,2012,paul anthony gosar,arizona
cand1094,2014,paul anthony gosar,arizona
cand1094,2016,paul anthony gosar,arizona
cand34942,2010,bradley don beauchamp,arizona
cand34943,2010,russell wesley bowers,arizona
cand34944,2010,steve mehta,arizona
cand34945,2010,joe jaraczewski,arizona
cand34946,2010,thomas j zaleski,arizona
cand160309,2014,andy tobin,arizona
cand34956,2010,charles roland black,arizona
cand150586,2006,gene paul scharer,arizona
cand150586,2012,gene paul scharer,arizona
cand34962,2004,linda joyce calvert,arizona
cand34966,2010,jon hulburd,arizona
cand34966,2012,jon hulburd,arizona
cand34967,2010,james f waring,arizona
cand159768,2010,vernon parker,arizona
cand159768,2012,vernon parker,arizona
cand159768,2014,vernon parker,arizona
cand34969,2010,pamela diane gorman,arizona
cand34969,2012,pamela diane gorman,arizona
cand34970,2010,samuel turrentine crump sr,arizona
cand34971,2010,paulina vasquez morris,arizona
cand1095,2010,ben quayle,arizona
cand1095,2012,ben quayle,arizona
cand34972,2010,leann hull,arizona
cand34974,2010,steven carl moak,arizona
cand34977,2010,robert lincoln charles,arizona
cand34985,2010,janet l contreras,arizona
cand34986,2010,joe penalosa,arizona
cand34986,2012,jose penalosa,arizona
cand34986,2014,jose luis penalosa jr,arizona
cand34989,2004,mary judge ryan,arizona
cand34993,2010,jim ward,arizona
cand34994,2010,eric wnuck,arizona
cand34995,2010,jeffrey w smith,arizona
cand34996,2010,chris salvino,arizona
cand35004,2010,easton clint kelsey,arizona
cand35006,2010,ruth crawford mcclung,arizona
cand35006,2012,ruth crawford mcclung,arizona
cand35007,2010,terry lon myers,arizona
cand35007,2012,terry lon myers,arizona
cand35013,2010,jesse kelly,arizona
cand35013,2012,jesse kelly,arizona
cand35014,2010,vincent andrew goss,arizona
cand35015,2010,brian allan miller,arizona
cand35015,2012,brian allan miller,arizona
cand35017,2010,jonathan paton,arizona
cand35017,2012,jonathan paton,arizona
cand35017,2014,jonathan paton,arizona
cand35023,2010,mari hamlin fink,california
cand218386,2010,anthony j portantino,california
cand218386,2012,anthony portantino,california
cand218386,2014,anthony j portantino,california
cand218386,2016,anthony j portantino,california
cand35027,2012,stanley s cotton,california
cand35027,2014,stanley s cotton,california
cand35027,2016,stanley s cotton,california
cand35034,2004,lawrence r wiesner,california
cand35034,2006,lawrence r wiesner,california
cand35038,2010,loren l hanks,california
cand35052,2010,peter vincent stiglich,california
cand35052,2012,peter vincent stiglich,california
cand136991,2010,james e reed,california
cand136991,2012,james e reed,california
cand35060,2010,amerish bera,california
cand35060,2012,amerish bera,california
cand35060,2014,amerish bera,california
cand35060,2016,amerish bera,california
cand35061,2010,gary davis,california
cand35062,2010,bill slaton,california
cand35077,2010,clint curtis,california
cand35078,2010,michael babich,california
cand35078,2012,michael babich,california
cand35086,2010,erik smitt,california
cand35086,2012,erik smitt,california
cand35096,2010,james o judd jr,california
cand35099,2010,daniel w roberts,california
cand35099,2012,daniel roberts,california
cand35109,2010,richard stephen tubbs jr,california
cand35109,2012,richard stephen tubbs jr,california
cand210851,2010,john dennis,california
cand210851,2012,john dennis,california
cand210851,2014,john dennis,california
cand35117,2010,summer j shields,california
cand35117,2012,summer j shields,california
cand160825,2010,mark desaulnier,california
cand160825,2012,mark desaulnier,california
cand160825,2014,mark desaulnier,california
cand160825,2016,mark desaulnier,california
cand35135,2010,adriel hampton,california
cand190874,2010,joan buchanan,california
cand35137,2010,anthony woods,california
cand35139,2010,david harmer,california
cand35139,2012,david harmer,california
cand35139,2014,david harmer,california
cand35141,2010,christopher n bunch,california
cand138116,2014,david peterson,california
cand138116,2016,david peterson,california
cand35144,2010,gary william clift,california
cand35146,2010,john richard toth,california
cand35149,2010,buddy burke,california
cand35165,2010,jonathan delarroz,california
cand35166,2010,brad goehring,california
cand35167,2010,larry pegram,california
cand35168,2010,robert beadles,california
cand152650,2010,antonio c amador,california
cand152650,2014,antonio candia amador,california
cand152650,2016,antonio candia amador,california
cand104446,2010,elizabeth emken,california
cand104446,2014,elizabeth emken,california
cand35190,2010,luis coach garcia,california
cand35193,2012,christopher james pareja,california
cand35215,2010,s joseph simitian,california
cand35215,2012,s joseph simitian,california
cand35215,2014,s joseph simitian,california
cand35215,2016,s joseph simitian,california
cand35216,2010,don barich,california
cand35218,2010,scott spencer kirkland,california
cand35218,2012,scott spencer kirkland,california
cand35227,2010,edward m gonzalez,california
cand35238,2010,gary richard arnold,california
cand35249,2010,michael clare berryhill sr,california
cand35249,2012,michael clare berryhill sr,california
cand35256,2012,john s hernandez,california
cand35256,2014,john stephen hernandez,california
cand35260,2010,les marsden,california
cand35261,2010,loraine goodwin,california
cand35261,2012,loraine goodwin,california
cand35262,2010,norwood james patterson jr,california
cand1100,2010,jeff denham,california
cand1100,2012,jeff denham,california
cand1100,2014,jeff denham,california
cand1100,2016,jeff denham,california
cand35263,2010,larry westerlund,california
cand35270,2004,rich rodriguez,california
cand160867,2010,james andrew vidak,california
cand160867,2012,james andrew vidak,california
cand160867,2014,james andrew vidak,california
cand35274,2010,serafin quintanar,california
cand35275,2010,richard david george lake,california
cand35299,2010,david r stockdale,california
cand35300,2010,john davidson,california
cand35300,2012,john davidson,california
cand35301,2010,thomas c watson,california
cand35301,2012,thomas c watson,california
cand35302,2010,clark vandeventer,california
cand35305,2010,john victor hager,california
cand35312,2004,jerry doyle,california
cand35312,2006,jerry doyle,california
cand35315,2010,timothy james allison,california
cand35315,2012,timothy james allison,california
cand35316,2010,marie panec,california
cand35332,2010,david lawrence miller,california
cand35332,2012,david lawrence miller,california
cand138132,2010,mark steven reed sr,california
cand138132,2012,mark reed,california
cand138132,2014,mark steven reed sr sr,california
cand138132,2016,mark steven reed sr sr,california
cand35354,2010,erik merlin froyd,california
cand35365,2010,john colbert,california
cand35365,2012,john colbert,california
cand35372,2010,ari david,california
cand35373,2010,robert a flutie,california
cand35373,2012,robert a flutie,california
cand35374,2010,david benning,california
cand35374,2012,david benning,california
cand132763,2010,chris kolski,california
cand35376,2010,charles edward wilkerson,california
cand35377,2010,erich d miller,california
cand35377,2012,erich d miller,california
cand35387,2010,stephen carlton smith,california
cand35387,2012,stephen carlton smith,california
cand35398,2010,gilbert a cedillo,california
cand35399,2010,teresa hernandez,california
cand35400,2010,emanuel pleitz,california
cand35401,2010,david allen truax,california
cand35403,2010,francisco alonso,california
cand35407,2010,betty chu,california
cand35425,2010,felton newell,california
cand1101,2010,karen bass,california
cand1101,2012,karen bass,california
cand1101,2014,karen bass,california
cand1101,2016,karen bass,california
cand35453,2010,k bruce brown,california
cand35465,2010,pete kesterson,california
cand35466,2010,mattie fein,california
cand35478,2004,vernon van,california
cand35481,2010,terrance ponchak,california
cand35482,2010,star parker,california
cand35482,2012,star parker,california
cand35488,2004,gerrie schipske,california
cand35490,2004,erin gruwell,california
cand35503,2010,larry steven andre,california
cand35503,2012,larry steven andre,california
cand35521,2004,rodolfo gomez favila,california
cand35538,2010,lee mcgroarty,california
cand35539,2010,philip laurence liberatore,california
cand35539,2012,philip laurence liberatore,california
cand35563,2010,christopher scott riggs,california
cand35567,2010,stephen p pougnet,california
cand35567,2012,stephen p pougnet,california
cand35568,2010,clayton del thibodeau,california
cand35568,2012,clayton thibodeau,california
cand35573,2010,barak lurie,california
cand35573,2012,barak lurie,california
cand28306,2010,kenneth arnold,california
cand35577,2004,john l graham,california
cand35577,2006,john l graham,california
cand190865,2010,van tran,california
cand35581,2010,quang x pham,california
cand35582,2010,cecilia patricia iglesias,california
cand35584,2010,tan d nguyen,california
cand35587,2004,bill morrow,california
cand35587,2006,william morrow,california
cand35590,2006,don allen udall,california
cand35597,2010,beth krom,california
cand35604,2010,howard louis katz,california
cand35612,2010,tracy emblem,california
cand35613,2010,david w roberts,california
cand35616,2010,william david mcleroy,california
cand35617,2010,nicholas allen popaditch,california
cand35617,2012,nicholas allen popaditch,california
cand35621,2010,raymond clark lutz,california
cand35622,2010,matt friedman,california
cand35624,2010,clarence mason weaver,california
cand35627,2010,diggs brown,colorado
cand35627,2012,diggs brown,colorado
cand35634,2010,michael peter fallon,colorado
cand35638,2010,clinton douglas jones,colorado
cand35651,2004,sandy hume,colorado
cand35652,2010,stephen bailey,colorado
cand35653,2010,bob brancato,colorado
cand35654,2010,curtis lee harris,colorado
cand35664,2010,martin c beeson,colorado
cand35666,2010,robert m mcconnell,colorado
cand29000,2008,thomas joseph lucero,colorado
cand29000,2010,thomas joseph lucero,colorado
cand29000,2012,thomas joseph lucero,colorado
cand1103,2010,cory scott rep gardner,colorado
cand1103,2012,cory gardner,colorado
cand1103,2014,cory gardner,colorado
cand1103,2016,cory gardner,colorado
cand35699,2008,david canter,colorado
cand35699,2010,david canter,colorado
cand35700,2010,john flerlage,colorado
cand35701,2010,robert lee mcnealy,colorado
cand35703,2010,brian t campbell sr,colorado
cand35704,2010,ryan l frazier,colorado
cand35704,2012,ryan l frazier,colorado
cand35707,2010,jimmy lakey,colorado
cand162734,2010,langhorne c sias,colorado
cand162734,2012,lang sias,colorado
cand162734,2014,langhorne c lang sias,colorado
cand35715,2010,mark zydanowicz,connecticut
cand35716,2010,ann brickley,connecticut
cand35729,2010,matthew moulton daly,connecticut
cand35730,2010,daria irene novak,connecticut
cand35730,2012,daria irene novak,connecticut
cand35730,2014,daria irene novak,connecticut
cand35731,2010,wesley martin mullen,connecticut
cand35731,2012,wesley martin mullen,connecticut
cand164456,2010,doug dubitsky,connecticut
cand30984,2010,janet peckinpaugh,connecticut
cand35741,2010,jerry labriola jr,connecticut
cand35741,2012,jerry labriola jr,connecticut
cand35742,2010,margaret h rogers,connecticut
cand35755,2004,stephanie hunter sanchez,connecticut
cand35757,2010,will gregory,connecticut
cand35758,2010,robert merkle,connecticut
cand164424,2010,dan debicella,connecticut
cand164424,2014,dan debicella,connecticut
cand164420,2010,robert russo,connecticut
cand35761,2010,enrique raul torres,connecticut
cand35762,2010,thomas a herrmann,connecticut
cand35772,2010,justin bernier,connecticut
cand35772,2012,justin bernier,connecticut
cand137196,2010,dan carter,connecticut
cand104493,2010,kie westby,connecticut
cand164440,2010,mark daniel greenberg,connecticut
cand164440,2012,mark daniel greenberg,connecticut
cand164440,2014,mark greenberg,connecticut
cand164440,2016,mark greenberg,connecticut
cand35777,2010,william j evans jr,connecticut
cand35777,2012,william j evans jr,connecticut
cand103458,2010,sam caligiuri,connecticut
cand35791,2004,eleanor holmes norton,district of columbia
cand35791,2006,eleanor holmes norton,district of columbia
cand35791,2008,eleanor holmes norton,district of columbia
cand35791,2010,eleanor holmes norton,district of columbia
cand35791,2012,eleanor holmes norton,district of columbia
cand35791,2014,eleanor holmes norton,district of columbia
cand35791,2016,eleanor holmes norton,district of columbia
cand35801,2010,douglass sloan,district of columbia
cand35805,2010,marjorie missy reilly smith,district of columbia
cand35814,2016,micheal carlton miller sr,delaware
cand35817,2010,frederick r cullis,delaware
cand35820,2010,brent wangen,delaware
cand104502,2010,kevin lynn wade,delaware
cand104502,2012,kevin lynn wade,delaware
cand35822,2010,michele m rollins,delaware
cand35822,2012,michele m rollins,delaware
cand1104,2010,john charles carney jr,delaware
cand1104,2012,john charles carney jr,delaware
cand1104,2014,john carney,delaware
cand1104,2016,john carney,delaware
cand35823,2010,rose izzo,delaware
cand35823,2012,rose izzo,delaware
cand35823,2014,rose izzo,delaware
cand35823,2016,rose izzo,delaware
cand123537,2010,glen urquhart,delaware
cand123537,2012,glen urquhart,delaware
cand35827,2010,john e krause,florida
cand35827,2014,john e krause,florida
cand165080,2010,alfred al lawson jr,florida
cand165080,2012,alfred j lawson jr,florida
cand165080,2014,alfred j lawson jr,florida
cand165080,2016,alfred j lawson jr,florida
cand35845,2010,paul crandall mckain,florida
cand35846,2010,carl edward meece jr,florida
cand1105,2010,william steve southerland jr,florida
cand1105,2012,william steve southerland jr,florida
cand1105,2014,william steve southerland jr,florida
cand35847,2010,charles ranson,florida
cand35849,2010,david eugene scholl,florida
cand35850,2010,barbara f olschner,florida
cand35850,2012,barbara f olschner,florida
cand35852,2010,dianne jorden berryhill,florida
cand35862,2010,euna leanne kolb,florida
cand35862,2012,euna leanne kolb,florida
cand35863,2010,dean a black,florida
cand35865,2010,c christian nwasike,florida
cand35865,2012,c christian nwasike,florida
cand35866,2010,scott fortune,florida
cand35875,2010,troy dwayne stanley,florida
cand35875,2012,troy dwayne stanley,florida
cand35885,2010,thomas joseph doolan,florida
cand35886,2010,james john piccillo,florida
cand35887,2010,jason patrick sager,florida
cand1106,2010,richard b nugent,florida
cand1106,2012,richard b nugent,florida
cand1106,2014,richard b nugent,florida
cand1106,2016,richard b nugent,florida
cand35893,2010,michael f mike yost,florida
cand35893,2012,michael f mike f yost,florida
cand35893,2016,michael f mike f yost,florida
cand35895,2010,donald edward browning,florida
cand35902,2010,heather maurine beaven,florida
cand35902,2012,heather m beaven,florida
cand35908,2008,robert bob nelson hering jr,florida
cand35911,2010,daniel roy fanelli,florida
cand35912,2010,patricia anne sullivan,florida
cand35913,2010,peg dunmire,florida
cand35914,2010,armando gutierrez jr,florida
cand35914,2012,armando gutierrez jr,florida
cand35915,2010,kevin michael butler,florida
cand35917,2010,kurt kelly,florida
cand35919,2010,william bruce odonoghue,florida
cand1107,2010,daniel webster,florida
cand1107,2012,daniel webster,florida
cand1107,2014,daniel webster,florida
cand1107,2016,daniel webster,florida
cand35928,2010,phil hindahl,florida
cand35933,2010,charlie justice,florida
cand35934,2010,eric lee forcade,florida
cand35948,2010,steven craig stanford,florida
cand35949,2010,tony buntyn,florida
cand35950,2010,mike prendergast,florida
cand35951,2010,thomas c castellano,florida
cand35952,2010,timothy lynn curtis,florida
cand1108,2010,dennis alan ross,florida
cand1108,2012,dennis alan ross,florida
cand1108,2014,dennis alan ross,florida
cand1108,2016,dennis alan ross,florida
cand35960,2010,lori edwards,florida
cand35962,2010,randy wilkinson,florida
cand35963,2010,randolph edwards,florida
cand123613,2010,john w lindsey jr,florida
cand35975,2010,james theopolis golden,florida
cand35975,2012,james theopolis golden,florida
cand35976,2010,richard christopher eaton,florida
cand35982,2010,james lloyd roach,florida
cand35982,2012,james lloyd roach,florida
cand35988,2010,c shannon roberts,florida
cand35988,2012,shannon roberts,florida
cand35992,2010,christopher lee craft,florida
cand35994,2010,ed tautiva,florida
cand35998,2010,andre lewis williams,florida
cand35999,2010,yolly roberson,florida
cand36000,2010,marleine m bastien,florida
cand1109,2010,frederica s wilson,florida
cand1109,2012,frederica s wilson,florida
cand1109,2014,frederica s wilson,florida
cand1109,2016,frederica s wilson,florida
cand31855,2010,phillip j brutus,florida
cand36002,2010,shirley gibson,florida
cand36003,2010,roderick d vereen,florida
cand36005,2010,rudolph moise,florida
cand36005,2012,rudolph moise,florida
cand36006,2010,scott galvin,florida
cand36007,2010,corey b poitier,florida
cand36023,2010,rolando a banciella,florida
cand36029,2010,curt price,florida
cand36030,2010,joseph e budd,florida
cand1086,2010,theodore eliot deutch,florida
cand1086,2012,theodore eliot deutch,florida
cand1086,2014,theodore eliot deutch,florida
cand1086,2016,theodore eliot deutch,florida
cand36031,2010,jim mccormick,florida
cand36034,2010,robert paul lowry,florida
cand36038,2010,karen harrington,florida
cand36038,2012,karen harrington,florida
cand36038,2014,karen harrington,florida
cand36039,2010,robert kunst,florida
cand36040,2010,donna e milo,florida
cand36041,2010,stanley blumenthal,florida
cand36041,2012,stanley blumenthal,florida
cand36043,2010,willaim sanchez,florida
cand211314,2010,bernard sansaricq,florida
cand211314,2012,bernard sansaricq,florida
cand36051,2010,kenneth john miller,florida
cand36052,2010,karen diebel,florida
cand36052,2012,karen diebel,florida
cand8888,2010,sandy adams,florida
cand8888,2012,sandy adams,florida
cand8888,2014,sandy adams,florida
cand8888,2016,sandy adams,florida
cand36054,2010,sean field campbell,florida
cand36055,2010,ometrias deon long,florida
cand36060,2010,paul peter partyka,florida
cand36062,2010,george thomas garcia,florida
cand104528,2010,craig s miller,florida
cand104528,2012,craig s miller,florida
cand36066,2010,nicholas ruiz iii,florida
cand36066,2012,nicholas ruiz iii,florida
cand36066,2014,nicholas ruiz iii,florida
cand36067,2010,luis antonio rivera,florida
cand36067,2012,luis antonio rivera,florida
cand36068,2010,craig porter,florida
cand1112,2010,david rivera,florida
cand1112,2012,david rivera,florida
cand123647,2010,paul l crespo,florida
cand36070,2010,mariana marili cancio,florida
cand36071,2010,luis meurice,florida
cand36075,2008,rodney christopher edenfield,georgia
cand36091,2010,michael mike huel keown,georgia
cand36094,2010,rick allen,georgia
cand36094,2012,rick allen,georgia
cand36100,2010,robert franklin saunders iii,georgia
cand36104,2010,lawrence franklin gause,georgia
cand36105,2010,lisbeth liz carter,georgia
cand106141,2010,vernon a jones,georgia
cand106141,2012,vernon a jones,georgia
cand36107,2010,cory jerome ruth,georgia
cand36112,2010,samuel fenn little jr,georgia
cand36112,2012,samuel fenn little jr,georgia
cand36113,2010,kelly nguyen,georgia
cand36129,2004,alfred wiley beverly,georgia
cand36133,2010,don balfour,georgia
cand36134,2010,james jef ernest fincher,georgia
cand36135,2010,jody b hice,georgia
cand36135,2014,jody hice,georgia
cand36135,2016,jody hice,georgia
cand1113,2010,rob woodall,georgia
cand1113,2012,rob woodall,georgia
cand1113,2014,rob rep woodall,georgia
cand1113,2016,rob rep woodall,georgia
cand36137,2010,chuck efstration,georgia
cand36137,2012,chuck efstration,georgia
cand167051,2010,lester thomas kirby,georgia
cand36143,2010,kenneth ray deloach jr,georgia
cand36143,2012,kenneth ray deloach jr,georgia
cand36145,2010,angela hicks,georgia
cand1114,2010,james austin scott,georgia
cand1114,2012,james austin scott,georgia
cand1114,2014,james austin scott,georgia
cand1114,2016,james austin scott,georgia
cand36149,2010,mike allen evans,georgia
cand1089,2010,john thomas graves jr,georgia
cand1089,2012,john thomas graves jr,georgia
cand1089,2014,john thomas graves jr,georgia
cand1089,2016,john thomas graves jr,georgia
cand36150,2010,william v stephens,georgia
cand36153,2010,b lee hawkins,georgia
cand133242,2010,thomas stephen tarvin,georgia
cand36155,2010,mike freeman,georgia
cand36157,2010,bertil armin loftman,georgia
cand36159,2010,bobby clifford reese,georgia
cand36163,2010,christopher u cates,georgia
cand36163,2012,christopher u cates,georgia
cand36165,2010,russell james edwards,georgia
cand36167,2010,emmett wayne mosley jr,georgia
cand36168,2010,lawton carlos smith jr,georgia
cand36169,2010,jean marie seaver,georgia
cand36170,2010,michael w horner,georgia
cand36171,2010,sonja sleeper,georgia
cand34623,2010,michael robert crane,georgia
cand34623,2012,mike crane,georgia
cand36174,2010,rupert gordon parchment,georgia
cand36176,2010,david gordon orr,georgia
cand36177,2010,hank richard dudek,georgia
cand36179,2012,charles edward flanegan jr,georgia
cand36179,2014,charles edward flanegan jr,georgia
cand36179,2016,charles edward flanegan jr,georgia
cand36185,2004,matthew masao matsunaga,hawaii
cand36185,2006,matthew matsunaga,hawaii
cand36185,2008,matthew matsunaga,hawaii
cand168177,2004,mike gabbard,hawaii
cand168177,2006,mike gabbard,hawaii
cand168177,2008,mike gabbard,hawaii
cand1088,2008,charles kong djou,hawaii
cand1088,2010,charles k djou,hawaii
cand1088,2012,charles k djou,hawaii
cand1088,2014,charles k djou,hawaii
cand36195,2010,rafael goodwin delcastillo,hawaii
cand36195,2012,rafael goodwin delcastillo,hawaii
cand36214,2010,ramsay puanani wharton,hawaii
cand36226,2010,benjamin michael lange,iowa
cand36226,2012,ben lange,iowa
cand36228,2010,will johnson,iowa
cand36229,2010,mike steven lacoste,iowa
cand106880,2010,christopher reed,iowa
cand106878,2010,steve rathje,iowa
cand106878,2012,steve rathje,iowa
cand106878,2014,steven richard rathje,iowa
cand36241,2010,robert edward gettemy,iowa
cand36252,2010,david edward funk,iowa
cand36253,2010,jim gibbons,iowa
cand36253,2012,jim gibbons,iowa
cand36254,2010,brad zaun,iowa
cand36254,2014,brad zaun,iowa
cand36255,2010,mark robert rees,iowa
cand36256,2010,j patrick bertroche,iowa
cand168415,2012,jason lee welch,iowa
cand36267,2004,matt mccoy,iowa
cand36268,2010,billy dale maske,iowa
cand36268,2012,billy dale maske,iowa
cand36276,2010,michael allen denklau,iowa
cand36277,2010,matthew campbell,iowa
cand36277,2012,matthew campbell,iowa
cand36299,2010,vaughn l ward,idaho
cand1116,2010,raul rafael labrador,idaho
cand1116,2012,raul labrador,idaho
cand1116,2014,raul r rep labrador,idaho
cand1116,2016,raul r labrador,idaho
cand522094,2010,chick heileson,idaho
cand36309,2012,marvin charles heileson,idaho
cand36310,2010,russell j mathews,idaho
cand36310,2012,russell j mathews,idaho
cand36321,2012,donne e trotter,illinois
cand36324,2008,alex dubuclet,illinois
cand36324,2010,alex dubuclet,illinois
cand36337,2010,isaac c hayes,illinois
cand36344,2010,jorge mujica,illinois
cand36345,2010,michael a bendas,illinois
cand36359,2008,victor alexander forys,illinois
cand36359,2010,victor alexander forys,illinois
cand36362,2008,justin pereira oberman,illinois
cand36363,2010,cary capparelli,illinois
cand36364,2008,charles j wheelan,illinois
cand36364,2010,charles j wheelan,illinois
cand36365,2010,paul j bryar,illinois
cand36366,2010,john a fritchey,illinois
cand36369,2010,carlos a monteagudo,illinois
cand36370,2010,patrick j oconnor,illinois
cand36375,2010,rosanna pulido,illinois
cand36379,2010,thomas howard geoghegan,illinois
cand36380,2010,ashvin prakash lad,illinois
cand36381,2010,david ratowitz,illinois
cand36387,2010,benjamin s lowe,illinois
cand36396,2010,darlena williams burnett,illinois
cand36398,2010,sharon denise dixon,illinois
cand36406,2010,maria dolores rodriguez,illinois
cand36407,2010,christopher todd geissler,illinois
cand36408,2010,dirk beveridge,illinois
cand1117,2010,joe walsh,illinois
cand1117,2012,joe walsh,illinois
cand36418,2010,joel barry pollak,illinois
cand36442,2008,elliot richardson,illinois
cand36442,2010,elliot richardson,illinois
cand36443,2010,michael bond,illinois
cand36444,2010,richard cronkhite green,illinois
cand169922,2010,julie hamos,illinois
cand36446,2010,william j cadigan,illinois
cand36447,2010,elizabeth coulson,illinois
cand1118,2010,robert james dold jr,illinois
cand1118,2012,robert james dold jr,illinois
cand1118,2014,robert james dold jr,illinois
cand1118,2016,robert james dold jr,illinois
cand124685,2010,milton j sumption,illinois
cand36450,2010,arie stephen friedman,illinois
cand1119,2010,adam kinzinger,illinois
cand1119,2012,adam kinzinger,illinois
cand1119,2014,adam kinzinger,illinois
cand1119,2016,adam kinzinger,illinois
cand36455,2010,henry w meers jr,illinois
cand36456,2010,david mcaloon,illinois
cand36465,2010,theresa kormos,illinois
cand36465,2012,theresa kormos,illinois
cand36476,2010,ethan allen hastert,illinois
cand36476,2012,ethan allen hastert,illinois
cand36478,2010,mark a vargas,illinois
cand1120,2010,randy hultgren,illinois
cand1120,2012,randy hultgren,illinois
cand1120,2014,randy hultgren,illinois
cand1120,2016,randy hultgren,illinois
cand36480,2010,james jim purcell,illinois
cand124527,2004,william e brady,illinois
cand36501,2010,george walter gaulrapp,illinois
cand36501,2012,george walter gaulrapp,illinois
cand1121,2010,robert t schilling,illinois
cand1121,2012,robert t schilling,illinois
cand1121,2014,robert t schilling,illinois
cand36510,2010,carl douglas ray,illinois
cand36511,2010,deidre dk hirner,illinois
cand36534,2010,robert a pastore,indiana
cand36535,2010,peter lindemulder iii,indiana
cand36550,2010,allen lucas messer,indiana
cand36550,2012,allen lucas messer,indiana
cand36550,2014,allen lucas messer,indiana
cand36550,2016,allen lucas messer,indiana
cand36557,2010,jackie walorski swihart,indiana
cand36557,2012,jackie walorski swihart,indiana
cand36557,2014,jackie walorski swihart,indiana
cand36557,2016,jackie walorski swihart,indiana
cand170796,2010,jack edward jordan,indiana
cand36572,2010,phillip james troyer,indiana
cand36574,2010,robert bob thomas,indiana
cand36576,2010,terry ryan elijah,indiana
cand1091,2010,marlin a stutzman,indiana
cand1091,2012,marlin a stutzman,indiana
cand1091,2014,marlin a stutzman,indiana
cand1091,2016,marlin a stutzman,indiana
cand1122,2010,theodore edward rokita,indiana
cand1122,2012,theodore edward rokita,indiana
cand1122,2014,theodore edward rokita,indiana
cand1122,2016,theodore edward rokita,indiana
cand36593,2010,eric lee wathen,indiana
cand36594,2010,brandt hershman,indiana
cand36594,2012,brandt hershman,indiana
cand36596,2010,charles e henderson,indiana
cand36602,2010,phillip j steffen,indiana
cand153044,2010,carl j brizzi,indiana
cand36610,2010,michael b murphy,indiana
cand36610,2012,michael b murphy,indiana
cand36612,2010,nasser hausam hanna,indiana
cand36613,2010,mark andrew lyons,indiana
cand36616,2010,richard andrew reid,indiana
cand36625,2010,matt strittmatter,indiana
cand36625,2012,matt strittmatter,indiana
cand36640,2010,carlos andrew may,indiana
cand36640,2012,carlos andrew may,indiana
cand105478,2010,marvin b scott,indiana
cand36656,2010,daniel duane stockton,indiana
cand1123,2010,larry d bucshon,indiana
cand1123,2012,larry d bucshon,indiana
cand1123,2014,larry d bucshon,indiana
cand1123,2016,larry d bucshon,indiana
cand36659,2010,kristi risk,indiana
cand36659,2012,kristi marie risk,indiana
cand36660,2010,william trent vanhaaften,indiana
cand36661,2010,bud bernitt,indiana
cand36662,2010,john lee smith,indiana
cand36664,2010,steven c westell,indiana
cand1124,2010,todd christopher young,indiana
cand1124,2012,todd christopher young,indiana
cand1124,2014,todd christopher young,indiana
cand1124,2016,todd christopher young,indiana
cand36671,2010,travis hankins,indiana
cand36671,2012,travis hankins,indiana
cand36686,2010,brose allen mcvey,indiana
cand36698,2008,robert kirk wasinger,kansas
cand36698,2010,robert k wasinger,kansas
cand36698,2012,robert k wasinger,kansas
cand36699,2008,timothy clark barker,kansas
cand36699,2010,timothy clark barker,kansas
cand133042,2010,sue ellen boldra,kansas
cand36701,2010,tracey robert mann,kansas
cand36701,2012,tracey robert mann,kansas
cand36701,2014,tracey robert mann,kansas
cand36701,2016,tracey robert mann,kansas
cand172465,2010,james a jim barnett,kansas
cand36703,2010,monte shadwick,kansas
cand36704,2010,alan jilka,kansas
cand172393,2010,laura jeanne kelly,kansas
cand145833,2010,dennis pyle,kansas
cand36719,2010,thomas neil koch,kansas
cand36720,2010,cheryl hudspeth,kansas
cand36726,2004,jeffrey colyer,kansas
cand36731,2010,john timothy rysavy,kansas
cand36732,2010,daniel gilyeat,kansas
cand36733,2010,steve rose,kansas
cand1126,2010,kevin w yoder,kansas
cand1126,2012,kevin yoder,kansas
cand1126,2014,kevin yoder,kansas
cand1126,2016,kevin yoder,kansas
cand125016,2010,craig mcpherson,kansas
cand36738,2010,stephene ann moore,kansas
cand36744,2004,carlos j nolla,kansas
cand36745,2010,dick kelsey,kansas
cand1127,2010,michael richard pompeo,kansas
cand1127,2012,michael richard pompeo,kansas
cand1127,2014,michael r pompeo,kansas
cand1127,2016,michael r pompeo,kansas
cand36746,2010,james d anderson,kansas
cand36747,2010,raj goyle,kansas
cand36747,2016,raj goyle,kansas
cand36748,2010,jean kurtis schodorf,kansas
cand36749,2010,wink hartman,kansas
cand148135,2010,warren e marksberry,kentucky
cand36789,2010,marilyn parker,kentucky
cand36790,2010,todd lally,kentucky
cand36791,2010,frank lawrence hausman,kentucky
cand36792,2010,jeffrey thomas reetz,kentucky
cand36793,2010,darren brinksneader,kentucky
cand36794,2010,scott brooks wicker jr,kentucky
cand36794,2012,scott brooks wicker jr,kentucky
cand103685,2004,roger neil thoney,kentucky
cand103685,2008,roger neil thoney,kentucky
cand103685,2012,roger neil thoney,kentucky
cand103685,2014,roger neil thoney,kentucky
cand36805,2010,john william waltz,kentucky
cand36805,2012,john w waltz,kentucky
